id,wd_id,wp_id,slug,name,occupation,prob_ratio,gender,twitter,alive,l,hpi_raw,bplace_name,bplace_lat,bplace_lon,bplace_geonameid,bplace_country,birthdate,birthyear,dplace_name,dplace_lat,dplace_lon,dplace_geonameid,dplace_country,deathdate,deathyear,bplace_geacron_name,dplace_geacron_name,is_group,l_,age,non_en_page_views,coefficient_of_variation,hpi
44980,Q504,44980,Émile_Zola,Émile Zola,WRITER,0,M,,FALSE,114,30.05892303,Paris,48.85666667,2.35222222,22989,France,1840-04-02,1840,French Third Republic,48.87027778,2.31638889,227177,France,1902-09-29,1902,paris,french-third-republic,FALSE,11.23606826,62,718442,4.491841806,84.24525
1527,Q114749,1527,Ahmed_I,Ahmed I,POLITICIAN,0,M,,FALSE,72,30.05485151,Manisa,38.61444444,27.42916667,1328854,Türkiye,1590-04-18,1590,Topkapı Palace,41.013,28.984,252534,Türkiye,1617-11-22,1617,manisa,topkapi-palace,FALSE,10.64399339,27,757395,3.153611125,84.233839
9942,Q9130,9942,Erwin_Schrödinger,Erwin Schrödinger,PHYSICIST,0,M,,FALSE,137,30.05468074,Vienna,48.20833333,16.3725,55866,Austria,1887-08-12,1887,Vienna,48.20833333,16.3725,55866,Austria,1961-01-04,1961,vienna,vienna,FALSE,14.23616467,74,404169,4.762166909,84.23336
30865462,Q192816,30865462,Saint_Barbara,Saint Barbara,RELIGIOUS FIGURE,0,F,,FALSE,57,30.05342779,Nicomedia,40.7625,29.9175,166592,Türkiye,,300,Nicomedia,40.7625,29.9175,166592,Türkiye,,306,nicomedia,nicomedia,FALSE,14.22040894,6,437569,2.256721134,84.229849
175040,Q160460,175040,Al-Farabi,Al-Farabi,PHILOSOPHER,0,M,,FALSE,80,30.05252016,Faryab Province,36.25,64.83333333,457225,Afghanistan,0872-01-10,872,Damascus,33.51305556,36.29194444,8914,Syria,0951-01-17,951,faryab-province,damascus,FALSE,11.37772829,79,469391,3.055466275,84.227305
67761,Q51672,67761,Herod_the_Great,Herod the Great,POLITICIAN,0,M,,FALSE,71,30.05181256,Ashkelon,31.66666667,34.56666667,55386,Israel,0073-01-01 BC,-73,Jericho,31.85611111,35.46,16082,,0003-01-14 BC,-3,ashkelon,jericho,FALSE,10.00264811,70,965072,3.827060679,84.225322
37870,Q49237,37870,Pope_Leo_X,Pope Leo X,RELIGIOUS FIGURE,0,M,,FALSE,79,30.04979402,Florence,43.77138889,11.25416667,11525,Italy,1475-12-11,1475,Rome,41.89333333,12.48277778,25458,Italy,1521-12-01,1521,florence,rome,FALSE,10.69218237,46,600325,3.37449605,84.219664
34494,Q7333,34494,Zheng_He,Zheng He,EXPLORER,0,M,,FALSE,140,30.04749931,Kunming,25.0464,102.7094,197181,China,1371-01-01,1387,Nanjing,32.06083333,118.7788889,21791,China,,1433,kunming,nanjing,FALSE,10.93619694,46,286354,5.300589176,84.213233
3873,Q152025,3873,Bernard_Montgomery,Bernard Montgomery,MILITARY PERSONNEL,335.30141,M,,FALSE,71,30.03956685,Kennington,51.48,-0.12,94128,United Kingdom,1887-11-17,1887,"Alton, Hampshire",51.1498,-0.9769,350495,United Kingdom,1976-03-24,1976,kennington,alton-hampshire,FALSE,20.85258901,89,285747,1.969684629,84.191001
26909,Q11860,26909,Silvio_Berlusconi,Silvio Berlusconi,POLITICIAN,0,M,berlusconi,FALSE,128,30.03922618,Milan,45.46694444,9.19,36511,Italy,1936-09-29,1936,San Raffaele Hospital,45.505636,9.265605,4379844,Italy,2023-06-12,2023,milan,san-raffaele-hospital,FALSE,11.85919137,87,865639,4.572822917,84.190046
49902,Q43727,49902,Pope_Leo_XII,Pope Leo XII,RELIGIOUS FIGURE,0,M,,FALSE,81,30.0372736,"Genga, Marche",43.43333333,12.93333333,12971702,Italy,1760-08-22,1760,Papal States,41.9,12.4875,59534,Italy,1829-02-10,1829,genga-marche,papal-states,FALSE,12.71646889,69,549277,2.940862685,84.184574
38938,Q44015,38938,John_the_Apostle,John the Apostle,RELIGIOUS FIGURE,0,M,,FALSE,86,30.03259772,Bethsaida,32.91,35.63055556,1213367,,2006-01-01,6,Ephesus,37.94111111,27.34194444,9843,Türkiye,0100-01-01,100,bethsaida,ephesus,FALSE,10.91668919,94,569182,4.020997527,84.171469
87793,Q80222,87793,Joseph-Louis_Lagrange,Joseph-Louis Lagrange,MATHEMATICIAN,0,M,,FALSE,90,30.03113767,Turin,45.07916667,7.67611111,19450529,Italy,1736-01-25,1736,First French Empire,48.86222222,2.3325,21418258,France,1813-04-10,1813,turin,first-french-empire,FALSE,20.47126711,77,134043,2.459369531,84.167377
33820,Q61064,33820,Wassily_Kandinsky,Wassily Kandinsky,PAINTER,0,M,,FALSE,84,30.02713263,Moscow,55.75583333,37.61722222,19004,Russia,1866-12-04,1866,Neuilly-sur-Seine,48.8881,2.2686,234647,France,1944-12-13,1944,moscow,neuilly-sur-seine,FALSE,13.54267616,78,650505,2.968742601,84.156152
76811,Q152245,76811,"Albert,_Prince_Consort","Albert, Prince Consort",NOBLEMAN,0,M,,FALSE,62,30.02605825,"Schloss Rosenau, Coburg",50.2981,11.0225,25354525,Germany,1819-08-26,1819,Windsor Castle,51.48333333,-0.60416667,4689517,United Kingdom,1861-12-14,1861,schloss-rosenau-coburg,windsor-castle,FALSE,16.55481614,42,480209,2.152847994,84.153141
4865795,Q151803,4865795,Piet_Mondrian,Piet Mondrian,PAINTER,0,M,,FALSE,73,30.02585969,Amersfoort,52.15,5.38333333,101640,Netherlands,1872-03-07,1872,New York City,40.71277778,-74.00611111,645042,United States,1944-02-01,1944,amersfoort,new-york-city,FALSE,18.39996339,72,351380,2.1772748,84.152584
18633,Q177854,18633,Lorenzo_de'_Medici,Lorenzo de' Medici,POLITICIAN,0,M,,FALSE,73,30.02257877,Florence,43.77138889,11.25416667,11525,Italy,1449-01-01,1449,Villa Medici at Careggi,43.80941111,11.24952222,7042834,Italy,1492-04-08,1492,florence,villa-medici-at-careggi,FALSE,12.95771171,43,416338,3.015806172,84.143389
15630,Q7324,15630,James_Cook,James Cook,EXPLORER,0,M,,FALSE,161,30.02096712,"Marton, Middlesbrough",54.5372,-1.2047,1100181,United Kingdom,1728-10-27,1728,Kealakekua Bay,19.476,-155.927,1214610,United States,1779-02-14,1779,marton-middlesbrough,kealakekua-bay,FALSE,9.566739038,51,510813,6.748665785,84.138872
12307,Q43444,12307,Gustave_Flaubert,Gustave Flaubert,WRITER,0,M,,FALSE,105,30.01911875,Rouen,49.44277778,1.08861111,49114,France,1821-12-12,1821,Canteleu,49.4411,1.0261,16037251,France,1880-05-08,1880,rouen,canteleu,FALSE,14.94262817,59,330138,3.458091345,84.133692
9808,Q48305,9808,Euripides,Euripides,WRITER,0,M,,FALSE,98,30.0129157,Salamis Island,37.93333333,23.5,85276,Greece,,-480,Pella,40.754669,22.52105,5245701,Greece,,-406,salamis-island,pella,FALSE,14.16396164,74,239536,3.772628776,84.116307
3845,Q36268,3845,Brigitte_Bardot,Brigitte Bardot,ACTOR,0,F,brigitte_bardot,TRUE,119,30.01277959,Paris,48.85666667,2.35222222,22989,France,1934-09-28,1934,,,,,,,,paris,,FALSE,10.49977349,91,1160925,4.335338733,84.115925
18024,Q7071,18024,Li_Bai,Li Bai,WRITER,0,M,,FALSE,151,30.00908728,Jiangyou,31.771,104.755,8924796,China,0701-05-19,701,Dangtu County,31.571213,118.497972,12313621,China,0762-11-30,762,jiangyou,dangtu-county,FALSE,9.549203794,61,332690,5.675998516,84.105577
36778,Q44020,36778,Matthias_the_Apostle,Matthias the Apostle,RELIGIOUS FIGURE,0,M,,FALSE,64,30.00906312,Judaea (Roman province),32.5,34.9,1914645,Israel,2001-01-01,1,,,,,,,,judaea-roman-province,,FALSE,18.22825499,2024,196128,2.190355154,84.105509
9615,Q40599,9615,Édouard_Manet,Édouard Manet,PAINTER,0,M,,FALSE,99,30.00111828,6th arrondissement of Paris,48.85055556,2.33222222,87163,France,1832-01-23,1832,French Third Republic,48.87027778,2.31638889,227177,France,1883-04-30,1883,6th-arrondissement-of-paris,french-third-republic,FALSE,15.47329228,51,346627,3.385783727,84.083242
153994,Q23441,153994,Octave_Mirbeau,Octave Mirbeau,WRITER,0,M,,FALSE,144,29.99982567,Trévières,49.3092,-0.903,1031932,France,1848-02-16,1848,Paris,48.85666667,2.35222222,22989,France,1917-02-16,1917,trevieres,paris,FALSE,28.35763265,69,60245,3.93366283,84.07962
53711,Q41269,53711,Henri_Becquerel,Henri Becquerel,PHYSICIST,0,M,,FALSE,105,29.99729067,Paris,48.85666667,2.35222222,22989,France,1852-12-15,1852,Le Croisic,47.2939,-2.5092,15810339,France,1908-08-25,1908,paris,le-croisic,FALSE,22.2780612,56,136641,2.88712517,84.072515
308174,Q26925,308174,"James,_brother_of_Jesus","James, brother of Jesus",RELIGIOUS FIGURE,0,M,,FALSE,52,29.99698918,Nazareth,32.70194444,35.30333333,21702,Israel,,-20,Jerusalem,31.78333333,35.21666667,16043,Israel,,69,nazareth,jerusalem,FALSE,19.04407991,89,206605,1.682813351,84.07167
55251,Q1421,55251,Titus,Titus,POLITICIAN,0,M,,FALSE,89,29.99563279,Rome,41.89333333,12.48277778,25458,Italy,,41,Aquae Cutiliae,42.3767969,12.984039,2887446,Italy,1981-09-13,81,rome,aquae-cutiliae,FALSE,11.02597933,40,499662,4.001733842,84.067868
8580,Q43107,8580,Diocletian,Diocletian,POLITICIAN,0,M,,FALSE,85,29.99550377,Salona,43.53944444,16.48305556,494183,Croatia,0244-12-22,244,"Split, Croatia",43.51,16.44,18952408,Croatia,0311-12-03,311,salona,split-croatia,FALSE,11.75669677,67,482510,4.008005913,84.067507
60832,Q129234,60832,Hatshepsut,Hatshepsut,POLITICIAN,0,F,,FALSE,88,29.98346637,Egypt,26,30,8087628,Egypt,,-1507,,,,,,1458-01-16 BC,-1458,egypt,,FALSE,11.89349744,49,417794,3.852902668,84.03377
26276416,Q17163,26276416,Johan_Cruyff,Johan Cruyff,SOCCER PLAYER,0,M,,FALSE,102,29.9815931,Amsterdam,52.37277778,4.89361111,844,Netherlands,1947-04-25,1947,Barcelona,41.38277778,2.17694444,4443,Spain,2016-03-24,2016,amsterdam,barcelona,FALSE,13.55612469,69,1081369,3.555404796,84.02852
64966,Q128297,64966,Maria_Callas,Maria Callas,SINGER,0,F,,FALSE,74,29.97909774,New York City,40.71277778,-74.00611111,645042,United States,1923-12-02,1923,Paris,48.85666667,2.35222222,22989,France,1977-09-16,1977,new-york-city,paris,FALSE,9.074045742,54,3198357,3.873774503,84.021526
13487,Q47906,13487,Hermann_Göring,Hermann Göring,POLITICIAN,0,M,,FALSE,84,29.97688101,Rosenheim,47.85,12.13333333,252733,Germany,1893-01-12,1893,"Palace of Justice, Nuremberg",49.45433833,11.048505,615382,Germany,1946-10-15,1946,rosenheim,palace-of-justice-nuremberg,FALSE,10.72341217,53,1412859,3.717064806,84.015313
36623,Q151414,36623,George_Marshall,George Marshall,POLITICIAN,0,M,,FALSE,80,29.97621189,"Uniontown, Pennsylvania",39.9,-79.72444444,132561,United States,1880-12-31,1880,Walter Reed Army Medical Center,38.975,-77.03,791464,United States,1959-10-16,1959,uniontown-pennsylvania,walter-reed-army-medical-center,FALSE,23.67121587,79,161168,2.006753183,84.013438
20603,Q131412,20603,"Mary,_Queen_of_Scots","Mary, Queen of Scots",POLITICIAN,0,F,,FALSE,92,29.97365585,Linlithgow Palace,55.9785,-3.60111111,359439,United Kingdom,1542-12-08,1542,Fotheringhay Castle,52.5243,-0.4362,30864931,United Kingdom,1587-02-08,1587,linlithgow-palace,fotheringhay-castle,FALSE,7.317184263,45,1368327,5.14184289,84.006274
33482790,Q161775,33482790,Saint_Stephen,Saint Stephen,RELIGIOUS FIGURE,0,M,,FALSE,64,29.97311136,Greece,39,22,12108,Greece,,1,Jerusalem,31.78333333,35.21666667,16043,Israel,1936-01-01,36,greece,jerusalem,FALSE,13.78326497,35,445754,2.950515213,84.004748
650896,Q235849,650896,Elizabeth_(biblical_figure),Elizabeth,RELIGIOUS FIGURE,0,F,,FALSE,55,29.96491225,Hebron,31.52861111,35.09694444,38577,,0100-01-01 BC,-100,Jerusalem,31.78333333,35.21666667,16043,Palestine,,100,hebron,jerusalem,FALSE,19.83945771,200,164152,1.676217726,83.981769
70085,Q47285,70085,J._J._Thomson,J. J. Thomson,PHYSICIST,0,M,,FALSE,107,29.96334435,"Cheetham, Manchester",53.504,-2.231,2344566,United Kingdom,1856-12-18,1856,Cambridge,52.20527778,0.11916667,36995,United Kingdom,1940-08-30,1940,cheetham-manchester,cambridge,FALSE,19.82283507,84,205685,3.634688104,83.977374
148000,Q214648,148000,Samson,Samson,RELIGIOUS FIGURE,0,M,,FALSE,69,29.96135501,Zorah,31.77508611,34.98535,68801,Israel,,-1118,Gaza City,31.51666667,34.45,55387,,,-1078,zorah,gaza-city,FALSE,12.8633133,40,464182,3.147286958,83.971799
19960,Q51673,19960,Mark_Antony,Mark Antony,POLITICIAN,0,M,,FALSE,90,29.96130182,Rome,41.89333333,12.48277778,25458,Italy,0082-01-14 BC,-83,Alexandria,31.1975,29.8925,3080,Egypt,0030-08-01 BC,-30,rome,alexandria,FALSE,9.800678778,53,666083,4.460596584,83.97165
294501,Q183240,294501,Saint_Lucy,Saint Lucy,RELIGIOUS FIGURE,0,F,,FALSE,64,29.95753609,"Syracuse, Sicily",37.06916667,15.2875,28441,Italy,,283,"Syracuse, Sicily",37.06916667,15.2875,28441,Italy,,304,syracuse-sicily,syracuse-sicily,FALSE,11.591136,21,598882,2.847448751,83.961096
37145,Q47154,37145,Lucretius,Lucretius,PHILOSOPHER,0,M,,FALSE,81,29.95718174,Pompeii,40.75,14.48611111,21476593,Italy,,-94,Rome,41.89333333,12.48277778,25458,Italy,0055-01-01 BC,-55,pompeii,rome,FALSE,18.06374932,39,138916,2.570364408,83.960103
37413,Q55767,37413,Astrid_Lindgren,Astrid Lindgren,WRITER,0,F,,FALSE,99,29.95682497,Vimmerby,57.66666667,15.85,1019438,Sweden,1907-11-14,1907,Stockholm,59.32944444,18.06861111,26741,Sweden,2002-01-28,2002,vimmerby,stockholm,FALSE,13.5868833,95,603385,3.33094726,83.959103
22614,Q30875,22614,Oscar_Wilde,Oscar Wilde,WRITER,0,M,,FALSE,127,29.95185375,Dublin,53.35,-6.26027778,8504,Ireland,1854-10-16,1854,Père Lachaise Cemetery,48.86,2.396,23550558,France,1900-11-30,1900,dublin,pere-lachaise-cemetery,FALSE,9.323301745,46,996863,5.600461307,83.94517
44154,Q131552,44154,Catherine_de'_Medici,Catherine de' Medici,COMPANION,0,F,,FALSE,77,29.9503648,Florence,43.77138889,11.25416667,11525,Italy,1519-04-13,1519,Château of Blois,47.585501,1.33095,82328,France,1589-01-05,1589,florence,chateau-of-blois,FALSE,9.272313645,70,849011,3.76606796,83.940997
154450,Q7245,154450,Mark_Twain,Mark Twain,WRITER,0,M,,FALSE,157,29.94938403,"Florida, Missouri",39.49305556,-91.79055556,122926,United States,1835-11-30,1835,Stormfield,41.2911,-73.4011,42736207,United States,1910-04-21,1910,florida-missouri,stormfield,FALSE,9.046832839,75,776734,6.791814087,83.938248
14236,Q36661,14236,Henrik_Ibsen,Henrik Ibsen,WRITER,0,M,,FALSE,114,29.94329188,Skien,59.20805556,9.55277778,178297,Norway,1828-03-20,1828,Oslo,59.91333333,10.73888889,22309,Norway,1906-05-23,1906,skien,oslo,FALSE,16.32983138,78,271259,4.207831601,83.921174
147367,Q125121,147367,Aretha_Franklin,Aretha Franklin,SINGER,0,F,ArethaFranklin,FALSE,100,29.94259749,"Memphis, Tennessee",35.1175,-89.97111111,48607,United States,1942-03-25,1942,Detroit,42.33138889,-83.04583333,8687,United States,2018-08-16,2018,memphis-tennessee,detroit,FALSE,12.9064106,76,783301,3.132975466,83.919228
169832,Q33477,169832,Eugène_Delacroix,Eugène Delacroix,PAINTER,0,M,,FALSE,93,29.94236027,"Saint-Maurice, Val-de-Marne",48.8156,2.4592,3646610,France,1798-04-26,1798,Paris,48.85666667,2.35222222,22989,France,1863-08-13,1863,saint-maurice-val-de-marne,paris,FALSE,15.76447019,65,301679,3.217964926,83.918563
147859,Q4443,147859,Pope_Pius_VIII,Pope Pius VIII,RELIGIOUS FIGURE,0,M,,FALSE,79,29.94167133,Cingoli,43.36666667,13.21666667,4032093,Italy,1761-11-20,1761,Quirinal Palace,41.9,12.4875,285434,Italy,1830-11-30,1830,cingoli,quirinal-palace,FALSE,13.58148639,69,457937,2.919240477,83.916632
262185,Q241026,262185,Muhammad_al-Bukhari,Muhammad al-Bukhari,RELIGIOUS FIGURE,0,M,,FALSE,75,29.94046323,Bukhara,39.76666667,64.42305556,86807,Uzbekistan,0810-07-19,810,Samarkand,39.65472222,66.97583333,51491,Uzbekistan,0870-09-01,870,bukhara,samarkand,FALSE,11.17313589,60,516212,3.185797276,83.913246
23831,Q57087,23831,Pope_Adrian_VI,Pope Adrian VI,RELIGIOUS FIGURE,0,M,,FALSE,76,29.93955217,Utrecht,52.09083333,5.12166667,50333,Netherlands,1459-03-02,1459,Rome,41.89333333,12.48277778,25458,Italy,1523-09-14,1523,utrecht,rome,FALSE,12.36933626,64,372887,2.898746534,83.910693
32570,Q1419,32570,Vespasian,Vespasian,POLITICIAN,0,M,,FALSE,90,29.93919854,Falacrine,42.59361111,13.17055556,5336167,Italy,2009-11-17,9,Aquae Cutiliae,42.3767969,12.984039,2887446,Italy,1979-06-24,79,falacrine,aquae-cutiliae,FALSE,10.91575963,70,472473,4.012698639,83.909702
81859,Q8962,81859,James_Prescott_Joule,James Prescott Joule,PHYSICIST,0,M,,FALSE,119,29.9382403,Salford,53.483,-2.2931,182231,United Kingdom,1818-12-24,1818,"Sale, Greater Manchester",53.424,-2.322,367154,United Kingdom,1889-10-11,1889,salford,sale-greater-manchester,FALSE,18.33637539,71,160352,3.559608137,83.907016
16245,Q1514,16245,Janis_Joplin,Janis Joplin,SINGER,0,F,janisjoplin,FALSE,85,29.93766017,"Port Arthur, Texas",29.885,-93.94,151211,United States,1943-01-19,1943,Los Angeles,34.05,-118.25,18110,United States,1970-10-04,1970,port-arthur-texas,los-angeles,FALSE,14.92350031,27,682118,2.625445589,83.90539
12406,Q9726,12406,Gioachino_Rossini,Gioachino Rossini,COMPOSER,0,M,,FALSE,87,29.93548745,Pesaro,43.91666667,12.9,1042195,Italy,1792-02-29,1792,Passy,48.85711111,2.28413611,610030,France,1868-11-13,1868,pesaro,passy,FALSE,15.40351751,76,328361,3.00261188,83.899301
48733,Q314492,48733,Ragnar_Lodbrok,Ragnar Lodbrok,NOBLEMAN,11.20670897,M,,FALSE,55,29.93512979,Northumbria,55,-2.5,36717,Norway,,850,Northumbria,55,-2.5,36717,United Kingdom,,801,northumbria,northumbria,FALSE,10.79667492,-49,968559,3.017624149,83.898298
23368424,Q44281,23368424,Ignatius_of_Loyola,Ignatius of Loyola,RELIGIOUS FIGURE,0,M,,FALSE,86,29.93363946,Azpeitia,43.18194444,-2.26527778,1977149,Spain,1491-10-23,1491,Rome,41.89333333,12.48277778,25458,Italy,1556-07-31,1556,azpeitia,rome,FALSE,11.16186855,65,446878,3.643682815,83.894121
10780405,Q160614,10780405,Skanderbeg,Skanderbeg,POLITICIAN,0,M,,FALSE,75,29.92606263,Sinë,41.73055556,20.2975,28996755,Albania,1405-05-06,1405,Lezhë,41.78194444,19.64444444,541976,Albania,1468-01-17,1468,sine,lezhe,FALSE,12.66893327,63,388068,3.1237906,83.872886
42518,Q273773,42518,Rollo,Rollo,NOBLEMAN,0,M,,FALSE,54,29.92397491,Norway,61,8,21241,Norway,,846,Duchy of Normandy,49.1333,-0.3667,379489,France,,930,norway,duchy-of-normandy,FALSE,15.75339532,84,311787,2.015914019,83.867035
2397,Q65932,2397,Anthony_Hopkins,Anthony Hopkins,ACTOR,0,M,AnthonyHopkins,TRUE,104,29.92350934,Port Talbot,51.59055,-3.79859,52605,United Kingdom,1937-12-31,1937,,,,,,,,port-talbot,,FALSE,9.63611572,88,1728001,4.430446035,83.86573
15898,Q9559,15898,John_Major,John Major,POLITICIAN,0,M,,TRUE,92,29.91512314,London,51.50722222,-0.1275,17867,United Kingdom,1943-03-29,1943,,,,,,,,london,,FALSE,22.88491487,82,204763,2.220637733,83.842226
26773,Q502,26773,Stendhal,Stendhal,WRITER,0,M,,FALSE,91,29.90933827,Grenoble,45.171546,5.722387,50972,France,1783-01-23,1783,Paris,48.85666667,2.35222222,22989,France,1842-03-23,1842,grenoble,paris,FALSE,15.15450762,59,296717,3.031151281,83.826013
48419,Q76927,48419,Mary_of_Teck,Mary of Teck,COMPANION,0,F,,FALSE,53,29.90843051,Kensington Palace,51.50527778,-0.18833333,391852,United Kingdom,1867-05-26,1867,Marlborough House,51.505,-0.13583333,212748,United Kingdom,1953-03-24,1953,kensington-palace,marlborough-house,FALSE,17.19762253,86,564864,1.855077104,83.823469
20913302,Q36949,20913302,Robert_De_Niro,Robert De Niro,ACTOR,0,M,,TRUE,123,29.90454855,Greenwich Village,40.73361111,-74.00277778,13011,United States,1943-08-17,1943,,,,,,,,greenwich-village,,FALSE,7.465451015,82,2753366,5.740248922,83.812589
253776,Q42606,253776,Amenhotep_III,Amenhotep III,POLITICIAN,0,M,,FALSE,63,29.89864137,Egypt,26,30,8087628,Egypt,1403-01-01 BC,-1403,,,,,Egypt,1350-01-01 BC,-1350,egypt,,FALSE,18.62583339,53,152946,1.929883115,83.796033
45732,Q130531,45732,Hieronymus_Bosch,Hieronymus Bosch,PAINTER,0,M,,FALSE,85,29.89614079,s-Hertogenbosch,51.68333333,5.3,50338,Netherlands,,1450,s-Hertogenbosch,51.68333333,5.3,50338,Netherlands,1516-08-09,1516,s-hertogenbosch,s-hertogenbosch,FALSE,10.73212888,66,494326,3.779108917,83.789025
19831,Q7416,19831,Margaret_Thatcher,Margaret Thatcher,POLITICIAN,0,F,,FALSE,152,29.89471505,Grantham,52.918,-0.638,152678,United Kingdom,1925-10-13,1925,"The Ritz Hotel, London",51.50722222,-0.14138889,1122155,United Kingdom,2013-04-08,2013,grantham,the-ritz-hotel-london,FALSE,8.678746307,88,1284104,6.438528433,83.785029
34289,Q34211,34289,Yasser_Arafat,Yasser Arafat,POLITICIAN,0,M,,FALSE,119,29.89343312,Cairo,30.04444444,31.23583333,6293,Egypt,1929-08-24,1929,Clamart,48.8014,2.2628,1169254,France,2004-11-11,2004,cairo,clamart,FALSE,12.09929491,75,810146,4.704686937,83.781436
245160,Q199861,245160,Khafra,Khafra,POLITICIAN,0,M,,FALSE,62,29.88866375,Cairo,30.04444444,31.23583333,6293,Egypt,,-2550,,,,,,,-2479,cairo,,FALSE,20.39203914,71,121173,1.792768173,83.768069
186224,Q148285,186224,Rajneesh,Rajneesh,PHILOSOPHER,0,M,,FALSE,68,29.88365532,Bhopal State,23.25,77.4,3081131,India,1931-12-11,1931,Pune,18.52027778,73.85666667,164634,India,1990-01-19,1990,bhopal-state,pune,FALSE,18.0101209,59,527287,2.203446063,83.754032
339,Q132524,339,Ayn_Rand,Ayn Rand,WRITER,0,F,,FALSE,86,29.87943075,Saint Petersburg,59.9375,30.30861111,24320051,Russia,1905-02-02,1905,Manhattan,40.78333333,-73.96666667,45470,United States,1982-03-06,1982,saint-petersburg,manhattan,FALSE,15.73249381,77,455508,2.782456533,83.742192
31131,Q46696,31131,Theodosius_I,Theodosius I,POLITICIAN,0,M,,FALSE,86,29.87839866,Hispania,40.21,-4.35,20597079,Spain,0340-01-11,340,Milan,45.46694444,9.19,36511,Italy,0395-01-17,395,hispania,milan,FALSE,12.62554254,55,351714,3.877558088,83.7393
271975,Q11826,271975,Al-Biruni,Al-Biruni,MATHEMATICIAN,0,M,,FALSE,94,29.87378346,Beruniy,41.68333333,60.75,22901794,Uzbekistan,0973-09-05,973,Ghazni,33.54916667,68.42333333,370315,Afghanistan,1048-12-09,1048,beruniy,ghazni,FALSE,9.286180631,75,570755,4.085598607,83.726365
11023,Q159798,11023,Honorius_(emperor),Honorius,POLITICIAN,0,M,,FALSE,73,29.87168865,Constantinople,41.0125,28.98,5646,Türkiye,0384-09-09,384,Ravenna,44.41611111,12.20166667,37409,Italy,0423-08-15,423,constantinople,ravenna,FALSE,19.59436127,39,116435,2.242731404,83.720494
48570,Q154934,48570,"Ecgberht,_King_of_Wessex","Ecgberht, King of Wessex",POLITICIAN,0,M,,FALSE,54,29.87051491,Wessex,51.2,-2,33658,United Kingdom,,800,Wessex,51.2,-2,33658,United Kingdom,,839,wessex,wessex,FALSE,19.41873518,39,157297,1.630216789,83.717204
30864,Q41683,30864,Thucydides,Thucydides,HISTORIAN,0,M,,FALSE,93,29.86882823,Halimus,37.906,23.7321,58628239,Greece,0460-01-01 BC,-460,Athens,37.98416667,23.72805556,1216,Greece,0397-12-27 BC,-397,halimus,athens,FALSE,13.87006223,63,244445,3.840006099,83.712477
144682,Q296850,144682,Baldwin_IV_of_Jerusalem,Baldwin IV of Jerusalem,POLITICIAN,0,M,,FALSE,48,29.86764428,Jerusalem,31.78333333,35.21666667,16043,Israel,1161-01-01,1161,Jerusalem,31.78333333,35.21666667,16043,Israel,1185-03-16,1185,jerusalem,jerusalem,FALSE,9.999956519,24,1345056,2.929282688,83.709159
8592,Q1423,8592,Domitian,Domitian,POLITICIAN,0,M,,FALSE,90,29.86750901,Rome,41.89333333,12.48277778,25458,Italy,1951-10-24,51,Rome,41.89333333,12.48277778,25458,Italy,1996-09-18,96,rome,rome,FALSE,10.74388618,45,458578,4.053423699,83.70878
3246,Q170547,3246,Anthony_the_Great,Anthony the Great,RELIGIOUS FIGURE,0,M,,FALSE,66,29.86495923,Qiman al-Arus,29.3,31.16944444,47370885,Egypt,0251-01-01,251,Mount Colzim,28.9247117,32.3483919,71009593,Egypt,0356-01-17,356,qiman-al-arus,mount-colzim,FALSE,13.46431406,105,355953,2.664141703,83.701633
40869264,Q52938,40869264,Gustavus_Adolphus_of_Sweden,Gustavus Adolphus of Sweden,POLITICIAN,0,M,,FALSE,75,29.86452866,Tre Kronor (castle),59.32666667,18.07166667,2648322,Sweden,1594-12-09,1594,Battle of Lützen (1632),51.26777778,12.15666667,101666,Germany,1632-11-06,1632,tre-kronor-castle,battle-of-lutzen-1632,FALSE,15.59080908,38,227182,2.646106971,83.700427
24308,Q131579,24308,Pope_Urban_VIII,Pope Urban VIII,RELIGIOUS FIGURE,0,M,,FALSE,81,29.86192979,Florence,43.77138889,11.25416667,11525,Italy,1568-04-05,1568,Rome,41.89333333,12.48277778,25458,Italy,1644-07-29,1644,florence,rome,FALSE,13.75671699,76,261372,2.891421014,83.693143
20787,Q63070,20787,Mary_Magdalene,Mary Magdalene,RELIGIOUS FIGURE,0,F,,FALSE,90,29.85212732,Magdala,32.825,35.51555556,664898,Israel,,-10,Ephesus,37.94111111,27.34194444,9843,Türkiye,,100,magdala,ephesus,FALSE,10.88257668,110,1362055,4.208065787,83.66567
2023,Q40939,2023,Aeschylus,Aeschylus,WRITER,0,M,,FALSE,102,29.85149377,Elefsina,38.03333333,23.53333333,80628,Greece,,-525,Gela,37.06666667,14.25,1033564,Italy,,-456,elefsina,gela,FALSE,11.4203274,69,343624,4.479166877,83.663894
9603,Q9123,9603,Ernest_Rutherford,Ernest Rutherford,PHYSICIST,0,M,,FALSE,139,29.85071163,Brightwater,-41.379,173.114,637813,New Zealand,1871-08-30,1871,Cambridge,52.20527778,0.11916667,36995,United Kingdom,1937-10-19,1937,brightwater,cambridge,FALSE,14.02075228,66,319347,4.986529336,83.661702
